Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P0AES4	P76550	GYRA	YFFS					19402753:0676:HT
P0AES4	P77319	GYRA	HSCC					16606699:0096:HT
P0AES4	P77432	GYRA	LSRK					16606699:0096:HT
P0AES4	Q9F557	GYRA	YCGC		BIZ41_12235|BVCMSSINP022_00594|C4K41_21925|D4M06_25825|D6X76_23300|D9J03_18240|DNR35_17220|DXT73_25275|EHX09_19310|GQE34_10180|HMPREF3040_04965|MM3_031|NCTC7922_00086|NCTC9777_05405			15690043:0096:HT
P0AES6	P0AES6	GYRB	GYRB					15690043:0676:HT
P0AES6	P0AFP6	GYRB	YBGI					19402753:0676:HT
P0AES6	P0CE47	GYRB	TUFA					15690043:0096:HT|15690043:0676:HT
P0AES6	P0CE48	GYRB	TUFB					15690043:0676:HT
P0AES6	P20083	GYRB	PARE					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AES6	P23836	GYRB	PHOP					19402753:0676:HT
P0AES6	P30745	GYRB	MOAA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AES6	P30750	GYRB	METN					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AES6	P36979	GYRB	RLMN					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AES6	P39404	GYRB	BGLJ					15690043:0096:HT|15690043:0676:HT
P0AES6	P42184	GYRB	PRSA					15690043:0096:HT|15690043:0676:HT
P0AES9	P0AGB0	HDEA	SERB					19402753:0676:HT
P0AES9	P13482	HDEA	TREA					19402753:0676:HT
P0AES9	P37617	HDEA	ZNTA					19402753:0676:HT
P0AES9	P46852	HDEA	YHHW					19402753:0676:HT
P0AES9	P77580	HDEA	MHPF					19402753:0676:HT
P0AET2	P10346	HDEB	GLNQ					19402753:0676:HT
P0AET2	P15254	HDEB	PURL					19402753:0676:HT
P0AET2	P23917	HDEB	MAK					19402753:0676:HT
P0AET2	P37617	HDEB	ZNTA					19402753:0676:HT
P0AET2	P38104	HDEB	RSPA					19402753:0676:HT
P0AET2	P77717	HDEB	YBAY					19402753:0676:HT
P0AET8	P16525	HDHA	TUS					16606699:0096:HT
P0AET8	P39177	HDHA	USPG					16606699:0096:HT
P0AET8	P52076	HDHA	QSEB					16606699:0096:HT
P0AEU0	P25748	HISJ	GALS					16606699:0096:HT
P0AEU0	P61320	HISJ	LOLB					16606699:0096:HT
P0AEU0	P64588	HISJ	YQJI					16606699:0096:HT
P0AEU0	P77301	HISJ	YBAP					16606699:0096:HT
P0AEU0	P77536	HISJ	YKGF					16606699:0096:HT
P0AEU0	Q46901	HISJ	CASA					16606699:0096:HT
P0AEU7	P0AEU7	SKP	SKP					15690043:0676:HT
P0AEU7	P0AF10	SKP	MTLR					16606699:0096:HT
P0AEU7	P0AFP6	SKP	YBGI					19402753:0676:HT
P0AEU7	P0AG24	SKP	SPOT					15690043:0096:HT|15690043:0676:HT
P0AEU7	P0AG48	SKP	RPLU					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AEU7	P11291	SKP	YZCX					16606699:0096:HT
P0AEU7	P21499	SKP	RNR					15690043:0096:HT|15690043:0676:HT
P0AEU7	P33602	SKP	NUOG					19402753:0676:HT
P0AEU7	P36979	SKP	RLMN					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AEU7	P37642	SKP	YHJD					19402753:0676:HT
P0AEU7	P60624	SKP	RPLX					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AEU7	P60906	SKP	HISS					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AEU7	P61175	SKP	RPLV					15690043:0096:HT|15690043:0676:HT
P0AEU7	P62399	SKP	RPLE					15690043:0096:HT|15690043:0676:HT
P0AEU7	P69913	SKP	CSRA					19402753:0676:HT
P0AEU7	P76270	SKP	MSRC					16606699:0096:HT
P0AEU7	P76419	SKP	YEGV					16606699:0096:HT
P0AEU7	P76535	SKP	MURQ					16606699:0096:HT
P0AEV1	P13445	RSSB	RPOS					12912910:0004:LC|10339606:0004:LC
P0AEV1	P39375	RSSB	IRAD					25988182:0096:LC|25988182:0071:LC|18383615:0096:LC
P0AEV1	P75987	RSSB	IRAM					25988182:0096:LC|18383615:0096:LC
P0AEV1	P77374	RSSB	YNFE					16606699:0096:HT
P0AEV7	P16690	HYCH	PHNN					16606699:0096:HT
P0AEV9	P0AEV9	HYCI	HYCI					15690043:0676:HT
P0AEV9	P0AFG8	HYCI	ACEE					15690043:0096:HT|15690043:0676:HT
P0AEV9	P0AG44	HYCI	RPLQ					16606699:0096:HT
P0AEV9	P16690	HYCI	PHNN					16606699:0096:HT
P0AEV9	P60422	HYCI	RPLB					16606699:0096:HT
P0AEV9	P75989	HYCI	BLUR					16606699:0096:HT
P0AEV9	Q47149	HYCI	YAFQ					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AEW1	P23325	HYFE	ARPA					19402753:0676:HT
P0AEW1	P60785	HYFE	LEPA					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AEW3	P60785	HYFE	LEPA					15690043:0676:HT
P0AEW4	P37639	CPDA	GADX					16606699:0096:HT
P0AEW4	P77245	CPDA	MURR					16606699:0096:HT
P0AEW4	P77365	CPDA	YAFY					16606699:0096:HT
P0AEW6	P0AG48	GSK	RPLU					16606699:0096:HT
P0AEW6	P0AG90	GSK	SECD					16606699:0096:HT
P0AEW6	P18843	GSK	NADE					16606699:0096:HT
P0AEW6	P37773	GSK	MPL					16606699:0096:HT
P0AEW6	P77188	GSK	ECPB					16606699:0096:HT
P0AEW8	P75767	GSK	YBHK					15690043:0676:HT
P0AEW9	P42598	FRUK	YGJQ					16606699:0096:HT
P0AEW9	P69811	FRUK	FRUB					16606699:0096:HT
P0AEX9	P0C0L2	MALE	OSMC					16606699:0096:HT
P0AEX9	P77539	MALE	YDJL					19402753:0676:HT
P0AEY3	P0AEY3	MAZG	MAZG					15690043:0676:HT
P0AEY3	P76231	MAZG	YEAC					16606699:0096:HT
P0AEY3	P77580	MAZG	MHPF					16606699:0096:HT
P0AEY8	P0AGG4	MDFA	TRXC					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AEZ1	P15042	METF	LIGA					16606699:0096:HT
P0AEZ1	P28224	METF	MLIC					16606699:0096:HT
P0AEZ1	P46481	METF	AAEB					16606699:0096:HT
P0AEZ3	P0AF20	MIND	NAGC					19402753:0676:HT
P0AEZ3	P10408	MIND	SECA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AEZ3	P15977	MIND	MALQ					19402753:0676:HT
P0AEZ3	P37052	MIND	YCHJ					16606699:0096:HT
P0AEZ3	P45523	MIND	FKPA					16606699:0096:HT
P0AEZ3	P64517	MIND	YODC					19402753:0676:HT
P0AEZ7	P25745	MLTD	MNMA					15690043:0676:HT
P0AEZ7	P60560	MLTD	GUAC					19402753:0676:HT
P0AEZ7	Q9F560	MLTD	YCFB		AMK83_12685|B9T59_26965|BIZ41_12225|BVCMSHHP056_01056|BVL39_26010|BWI89_27400|BWI89_27800|C4K41_21905|C9342_26685|CR538_25870|CR539_24300|D4M06_25845|D6D43_25160|D6X76_23280|D9C02_26260|D9D31_10275|D9J03_18265|DM962_17055|DN808_20330|DNQ45_02915|DNR35_17240|DP258_16950|DP277_25090|DS732_31045|DTL90_21815|DTM10_22060|DWB25_27575|DXT73_25285|E2863_05683|EAN77_29495|EC28-160218_NEW_1_00020|EHH55_02880|EHX09_19335|EIA08_20505|EJC75_25735|F1E19_16460|F7F11_21375|F7F26_20335|F7F56_19010|F9B07_20660|FNJ69_28890|FORC82_P553|FVB16_00805|G5696_19930|GQE36_25755|GQF59_27645|GQM13_24260|HIO61_003628|HJM89_003354|HMPREF3040_04907|HNC40_20285|HNC40_27660|HNC59_22665|HNC88_21490|HNC88_27515|HNC99_25240|HV022_24590|HVX17_28285|IB283_23735|M55_031|MM3_029|NCTC7922_00082|NCTC8960_00088|NCTC9777_05409|PCTXM132_P0421_24|PHNAH46_030|SAMEA3753300_05421|UC41_18825|UN91_01200			15690043:0096:HT
P0AEZ9	P0AEZ9	MOAB	MOAB					15690043:0007:HT|15690043:0676:HT
P0AEZ9	P75977	MOAB	YMFM					16606699:0096:HT
P0AF01	P20605	MODB	FIC					16606699:0096:HT
P0AF01	P23522	MODB	GARL					16606699:0096:HT
P0AF01	P37009	MODB	FBPC					16606699:0096:HT
P0AF03	P0AF03	MOG	MOG					15690043:0676:HT
P0AF03	P0AFA2	MOG	NARX					16606699:0096:HT
P0AF03	P11071	MOG	ACEK					16606699:0096:HT
P0AF06	P0AG86	MOTB	SECB					16606699:0096:HT
P0AF06	P10378	MOTB	ENTE					16606699:0096:HT
P0AF06	P69503	MOTB	APT					16606699:0096:HT
P0AF06	P77552	MOTB	YDHQ					16606699:0096:HT
P0AF08	P18843	MRP	NADE					16606699:0096:HT
P0AF08	P24211	MRP	RHSE					16606699:0096:HT
P0AF08	P63020	MRP	NFUA					16606699:0096:HT
P0AF08	P64574	MRP	YGHW					16606699:0096:HT
P0AF10	P15977	MTLR	MALQ					16606699:0096:HT
P0AF10	P27296	MTLR	DING					16606699:0096:HT
P0AF10	P39831	MTLR	YDFG					16606699:0096:HT
P0AF10	P45465	MTLR	YRAN					16606699:0096:HT
P0AF12	P0C8J8	MTNN	GATZ					16606699:0096:HT
P0AF12	P39362	MTNN	SGCE					16606699:0096:HT
P0AF12	P45465	MTNN	YRAN					16606699:0096:HT
P0AF18	P18843	NAGA	NADE					16606699:0096:HT
P0AF18	P30749	NAGA	MOAE					16606699:0096:HT
P0AF18	P32662	NAGA	GPH					16606699:0096:HT
P0AF18	P42620	NAGA	YQJG					16606699:0096:HT
P0AF18	P76056	NAGA	INTR					16606699:0096:HT
P0AF20	P15977	NAGC	MALQ					19402753:0676:HT
P0AF20	P31441	NAGC	ADE					16606699:0096:HT
P0AF20	P62707	NAGC	GPMA					19402753:0676:HT
P0AF20	P69913	NAGC	CSRA					19402753:0676:HT
P0AF24	P22106	NAGD	ASNB					16606699:0096:HT
P0AF24	Q47622	NAGD	SAPA					16606699:0096:HT
P0AF26	P0AF26	NARJ	NARJ					15690043:0676:HT
P0AF26	P11349	NARJ	NARH					15690043:0096:HT|15690043:0676:HT
P0AF26	P15034	NARJ	PEPP					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF26	P19318	NARJ	NARY					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF26	P32177	NARJ	FDHD					19402753:0676:HT
P0AF28	P31434	NARL	YICI					16606699:0096:HT
P0AF28	P37128	NARL	NUDK					16606699:0096:HT
P0AF28	P76556	NARL	EUTP					16606699:0096:HT
P0AF36	P23917	ZAPB	MAK					19402753:0676:HT
P0AF36	P32162	ZAPB	YIIS					16606699:0096:HT
P0AF36	P46130	ZAPB	YBHC					19402753:0676:HT
P0AF48	P0AGE6	YJBQ	CHRR					19402753:0676:HT
P0AF48	P75797	YJBQ	GSIB					19402753:0676:HT
P0AF48	P75967	YJBQ	YMFD					19402753:0676:HT
P0AF52	P14294	GHXP	TOPB					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF59	P69913	YJDI	CSRA					19402753:0676:HT
P0AF63	P0AG59	NSRR	RPSN					19402753:0676:HT
P0AF63	P31455	NSRR	YIDR					19402753:0676:HT
P0AF63	P52138	NSRR	YFJW					19402753:0676:HT
P0AF63	P60422	NSRR	RPLB					19402753:0676:HT
P0AF63	P75876	NSRR	RLMI					19402753:0676:HT
P0AF67	P0AF67	TSAE	TSAE					15690043:0676:HT
P0AF67	P0AG67	TSAE	RPSA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF67	P18843	TSAE	NADE					16606699:0096:HT
P0AF67	P25665	TSAE	METE					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF67	P31806	TSAE	NNR					15690043:0096:HT|15690043:0676:HT
P0AF67	P39283	TSAE	YJEN					16606699:0096:HT
P0AF67	P63177	TSAE	RLMB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF67	P69910	TSAE	GADB					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF67	P76078	TSAE	PAAB					16606699:0096:HT
P0AF67	P76084	TSAE	PAAI					16606699:0096:HT
P0AF73	P0AFQ5	YJET	RUTC					16606699:0096:HT
P0AF76	P13035	YJFI	GLPD					16606699:0096:HT
P0AF76	P21645	YJFI	LPXD					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF76	P31473	YJFI	RAVA					16606699:0096:HT
P0AF77	P21645	YJFI	LPXD					15690043:0676:HT
P0AF78	P27434	YJFJ	RODZ					16606699:0096:HT
P0AF78	P31443	YJFJ	YIDF					16606699:0096:HT
P0AF78	P37005	YJFJ	LAST					16606699:0096:HT
P0AF90	P0AF90	RRAB	RRAB					15690043:0676:HT
P0AF90	P0AF93	RRAB	RIDA					19402753:0676:HT
P0AF90	P0AGJ5	RRAB	YFIF					19402753:0676:HT
P0AF90	P10408	RRAB	SECA					19402753:0676:HT
P0AF90	P33224	RRAB	AIDB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF90	P37765	RRAB	RLUB					19402753:0676:HT
P0AF90	P37773	RRAB	MPL					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF90	P39831	RRAB	YDFG					19402753:0676:HT
P0AF90	P45395	RRAB	KDSD					19402753:0676:HT
P0AF90	P45539	RRAB	FRLA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF90	P52096	RRAB	YAER					19402753:0676:HT
P0AF90	P60422	RRAB	RPLB					19402753:0676:HT
P0AF90	P60560	RRAB	GUAC					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AF90	P62768	RRAB	YAEH					19402753:0676:HT
P0AF90	P77247	RRAB	HXPB					15690043:0096:HT|15690043:0676:HT
P0AF90	P77454	RRAB	GLSA1					19402753:0676:HT
P0AF90	P77781	RRAB	MENI					19402753:0676:HT
P0AF93	P0AGL2	RIDA	TDCF					19402753:0676:HT
P0AF93	P11988	RIDA	BGLB					19402753:0676:HT
P0AF93	P32689	RIDA	YJBH					19402753:0676:HT
P0AF93	P60624	RIDA	RPLX					19402753:0676:HT
P0AF96	P32057	TABA	WCAI					19402753:0676:HT
P0AF96	P39342	TABA	YJGR					19402753:0676:HT
P0AFA2	P37906	NARX	PUUB					16606699:0096:HT
P0AFA2	P68688	NARX	GRXA					16606699:0096:HT
P0AFA5	P77552	NFRB	YDHQ					16606699:0096:HT
P0AFB8	P24211	GLNG	RHSE					16606699:0096:HT
P0AFB8	P31828	GLNG	PQQL					16606699:0096:HT
P0AFB8	P33232	GLNG	LLDD					16606699:0096:HT
P0AFB8	P68644	GLNG	FIXC					16606699:0096:HT
P0AFC0	P0AFC0	NUDB	NUDB					15690043:0676:HT
P0AFC0	P0AFG8	NUDB	ACEE					15690043:0096:HT|15690043:0676:HT
P0AFC0	P18843	NUDB	NADE					16606699:0096:HT
P0AFC0	P37309	NUDB	ARSR					16606699:0096:HT
P0AFC0	P39177	NUDB	USPG					16606699:0096:HT
P0AFD1	P18196	NUOE	MINC					16606699:0096:HT
P0AFD1	P27431	NUOE	ROXA					16606699:0096:HT
P0AFD1	P31979	NUOE	NUOF					16606699:0096:HT
P0AFD1	P52614	NUOE	FLIK					16606699:0096:HT
P0AFD1	P56256	NUOE	YSAA					16606699:0096:HT
P0AFD1	P60723	NUOE	RPLD					16606699:0096:HT
P0AFD1	P67762	NUOE	YHBP					16606699:0096:HT
P0AFD1	P75977	NUOE	YMFM					16606699:0096:HT
P0AFD1	P75992	NUOE	YMGA					16606699:0096:HT
P0AFD1	P76347	NUOE	YEEJ					19402753:0676:HT
P0AFD1	P77766	NUOE	YCIV					16606699:0096:HT
P0AFD4	P20083	NUOH	PARE					16606699:0096:HT
P0AFD6	P11557	NUOI	DAMX					16606699:0096:HT
P0AFD6	P32053	NUOI	INTA					15690043:0096:HT|19402753:0676:HT
P0AFF6	P0AFF6	NUSA	NUSA					15690043:0676:HT
P0AFF6	P0AFG8	NUSA	ACEE					15690043:0096:HT|15690043:0676:HT
P0AFF6	P0AG55	NUSA	RPLF					16606699:0096:HT
P0AFF6	P0AG82	NUSA	PSTS					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFF6	P0AGB3	NUSA	RPOH					15690043:0096:HT|15690043:0676:HT
P0AFF6	P0CE47	NUSA	TUFA					15690043:0096:HT|15690043:0676:HT
P0AFF6	P0CE48	NUSA	TUFB					15690043:0676:HT
P0AFF6	P16919	NUSA	RHSD					16606699:0096:HT
P0AFF6	P42184	NUSA	PRSA					15690043:0096:HT|15690043:0676:HT
P0AFF6	P60240	NUSA	RAPA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFF6	P60422	NUSA	RPLB					15690043:0096:HT|16606699:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFF6	P60438	NUSA	RPLC					15690043:0096:HT|15690043:0676:HT
P0AFF6	P60624	NUSA	RPLX					15690043:0096:HT|15690043:0676:HT
P0AFF6	P60723	NUSA	RPLD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFF6	P61175	NUSA	RPLV					15690043:0096:HT|15690043:0676:HT
P0AFF6	P62399	NUSA	RPLE					16606699:0096:HT
P0AFF6	P64506	NUSA	YEBY					19402753:0676:HT
P0AFF6	Q47679	NUSA	YAFV					19402753:0676:HT
P0AFG0	P0AFG0	NUSG	NUSG					15690043:0007:HT|15690043:0676:HT
P0AFG0	P0AFG6	NUSG	SUCB					16606699:0096:HT
P0AFG0	P0AG59	NUSG	RPSN					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG0	P10408	NUSG	SECA					15690043:0096:HT|15690043:0676:HT
P0AFG0	P17952	NUSG	MURC					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG0	P22523	NUSG	MUKB					16606699:0096:HT
P0AFG0	P22634	NUSG	MURI					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG0	P23830	NUSG	PSSA					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG0	P31120	NUSG	GLMM					15690043:0096:HT|15690043:0676:HT
P0AFG0	P33937	NUSG	NAPA					19402753:0676:HT
P0AFG0	P37678	NUSG	SGBH					15690043:0096:HT|15690043:0676:HT
P0AFG0	P42184	NUSG	PRSA					15690043:0096:HT|15690043:0676:HT
P0AFG0	P52061	NUSG	RDGB					16606699:0096:HT
P0AFG0	P60240	NUSG	RAPA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0AFG0	P60422	NUSG	RPLB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG0	P60723	NUSG	RPLD					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG0	P61175	NUSG	RPLV					15690043:0096:HT|15690043:0676:HT
P0AFG0	P62399	NUSG	RPLE					15690043:0096:HT|15690043:0676:HT
P0AFG0	P63020	NUSG	NFUA					16606699:0096:HT
P0AFG0	P68679	NUSG	RPSU					19402753:0676:HT
P0AFG0	P75830	NUSG	MACA					15690043:0096:HT|15690043:0676:HT
P0AFG0	P77338	NUSG	MSCK					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG0	P77398	NUSG	ARNA					15690043:0096:HT|15690043:0676:HT
P0AFG0	P77658	NUSG	YNAA					16606699:0096:HT
P0AFG3	P0AFI0	SUCA	OXC					16606699:0096:HT
P0AFG3	P10443	SUCA	DNAE					16606699:0096:HT
P0AFG3	P28629	SUCA	ADIA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG3	P46474	SUCA	YHDP					19402753:0676:HT
P0AFG3	P60438	SUCA	RPLC					15690043:0096:HT|15690043:0676:HT
P0AFG3	P60716	SUCA	LIPA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG3	P63389	SUCA	YHES					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG3	P75849	SUCA	GLOC					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG6	P0AFL9	SUCB	PQIA					16606699:0096:HT
P0AFG6	P0AGJ9	SUCB	TYRS					15690043:0096:HT|15690043:0676:HT
P0AFG6	P10443	SUCB	DNAE					16606699:0096:HT
P0AFG6	P12994	SUCB	YBHB					16606699:0096:HT
P0AFG6	P13001	SUCB	BIOH					16606699:0096:HT
P0AFG6	P22525	SUCB	YCBB					16606699:0096:HT
P0AFG6	P37005	SUCB	LAST					16606699:0096:HT
P0AFG6	P42904	SUCB	AGAV					16606699:0096:HT
P0AFG6	P42909	SUCB	AGAB					16606699:0096:HT
P0AFG6	P45465	SUCB	YRAN					16606699:0096:HT
P0AFG6	P45568	SUCB	DXR					19402753:0676:HT
P0AFG6	P46130	SUCB	YBHC					16606699:0096:HT
P0AFG6	P46474	SUCB	YHDP					19402753:0676:HT
P0AFG6	P46850	SUCB	RTCB					16606699:0096:HT
P0AFG6	P46852	SUCB	YHHW					16606699:0096:HT
P0AFG6	P60716	SUCB	LIPA					16606699:0096:HT
P0AFG6	P64540	SUCB	YFCL					16606699:0096:HT
P0AFG6	P68767	SUCB	PEPA					16606699:0096:HT
P0AFG6	P75990	SUCB	BLUF					16606699:0096:HT
P0AFG6	P76316	SUCB	DCYD					15690043:0096:HT|15690043:0676:HT
P0AFG6	P77301	SUCB	YBAP					16606699:0096:HT
P0AFG6	P77704	SUCB	YDJI					16606699:0096:HT
P0AFG6	P77717	SUCB	YBAY					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0AFG6	P77721	SUCB	YDJF					16606699:0096:HT
P0AFG8	P0AFH0	ACEE	OGT					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P0AG20	ACEE	RELA					16606699:0096:HT
P0AFG8	P0AG40	ACEE	RIBF					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P0AG78	ACEE	SBP					16606699:0096:HT
P0AFG8	P0AGG4	ACEE	TRXC					16606699:0096:HT
P0AFG8	P0DP90	ACEE	ILVG					15690043:0676:HT
P0AFG8	P10443	ACEE	DNAE					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P11875	ACEE	ARGS					16606699:0096:HT
P0AFG8	P14081	ACEE	SELB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P14294	ACEE	TOPB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P14407	ACEE	FUMB					16606699:0096:HT
P0AFG8	P15032	ACEE	RECE					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P15042	ACEE	LIGA					15690043:0096:HT|15690043:0676:HT
P0AFG8	P15043	ACEE	RECQ					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P16659	ACEE	PROS					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P21893	ACEE	RECJ					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P23003	ACEE	TRMA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P24183	ACEE	FDNG					15690043:0007:HT|15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0AFG8	P24205	ACEE	LPXM					16606699:0096:HT
P0AFG8	P25522	ACEE	MNME					15690043:0096:HT|15690043:0676:HT
P0AFG8	P26602	ACEE	UBIC					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P28631	ACEE	HOLB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P30871	ACEE	YGIF					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P32177	ACEE	FDHD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P33371	ACEE	DUSC					15690043:0096:HT|15690043:0676:HT
P0AFG8	P33593	ACEE	NIKD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P33666	ACEE	YDBA		B1401/B1405			16606699:0096:HT
P0AFG8	P33937	ACEE	NAPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P36979	ACEE	RLMN					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P36995	ACEE	CSPB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P37128	ACEE	NUDK					16606699:0096:HT
P0AFG8	P37634	ACEE	RLMJ					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P37765	ACEE	RLUB					15690043:0096:HT|15690043:0676:HT
P0AFG8	P37906	ACEE	PUUB					16606699:0096:HT
P0AFG8	P38036	ACEE	YGCB					16606699:0096:HT
P0AFG8	P39286	ACEE	RSGA					15690043:0096:HT|15690043:0676:HT
P0AFG8	P43329	ACEE	HRPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P45465	ACEE	YRAN					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P45527	ACEE	UBIU					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P46883	ACEE	TYNA					16606699:0096:HT
P0AFG8	P46889	ACEE	FTSK					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P52126	ACEE	YFJK					16606699:0096:HT
P0AFG8	P61316	ACEE	LOLA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P75767	ACEE	YBHK					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P75990	ACEE	BLUF					15690043:0096:HT|15690043:0676:HT
P0AFG8	P76049	ACEE	YCJY					15690043:0096:HT|15690043:0676:HT
P0AFG8	P76072	ACEE	STFR					16606699:0096:HT
P0AFG8	P76170	ACEE	YNFB					15690043:0096:HT|15690043:0676:HT
P0AFG8	P76257	ACEE	YOAA					15690043:0096:HT|15690043:0676:HT
P0AFG8	P76291	ACEE	CMOB					16606699:0096:HT
P0AFG8	P77302	ACEE	DGCM					15690043:0096:HT|15690043:0676:HT
P0AFG8	P77439	ACEE	FRYA					15690043:0096:HT|15690043:0676:HT
P0AFG8	P77488	ACEE	DXS					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFG8	P77564	ACEE	YDHW					16606699:0096:HT
P0AFH0	P0AFH0	OGT	OGT					15690043:0007:HT|15690043:0676:HT
P0AFH0	P76514	OGT	YFDR					16606699:0096:HT
P0AFH2	P67910	OPPB	HLDD					19402753:0676:HT
P0AFH8	P0AG55	OSMY	RPLF					16606699:0096:HT
P0AFH8	P45568	OSMY	DXR					19402753:0676:HT
P0AFH8	P46923	OSMY	TORZ					19402753:0676:HT
P0AFI0	P0AFP6	OXC	YBGI					19402753:0676:HT
P0AFI0	P16687	OXC	PHNI					19402753:0676:HT
P0AFI0	P18843	OXC	NADE					16606699:0096:HT
P0AFI0	P31658	OXC	HCHA					16606699:0096:HT
P0AFI0	P36999	OXC	RLMA					16606699:0096:HT
P0AFI2	P0AFI2	PARC	PARC					15690043:0676:HT
P0AFI2	P10408	PARC	SECA					15690043:0096:HT|15690043:0676:HT
P0AFI2	P11880	PARC	MURF					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0AFI2	P20083	PARC	PARE					12939258:0019:LC|15690043:0676:HT|15690043:0096:HT
